Unnamed: 0,id,brand,name,price,currency,category,created_at,description
163,884,nyx,Simply Nude Lip Cream,6.5,USD,lipstick,2017-12-24T02:27:14.778Z,Bare is beautiful with our Simply Nude Lip Creams available in six earthy shades. Swipe on this velvety and moisturizing cream to leave your lips with a subtle satin finish.
164,883,nyx,Macaron Lippies,6.5,USD,lipstick,2017-12-24T02:27:13.428Z,Fantasize in color with our neon and pastel lippies in 12 of the creamiest shades you’ll ever use. Our cruelty-free formula is packed with pigment and has a satin matte finish for long-wearing resilience.
165,882,nyx,In Your Element Lipstick - Metal,9.0,USD,lipstick,2017-12-24T02:27:12.429Z,"A match made in makeup heaven! Our new In Your Element Lipstick Metal collection pairs perfectly with our sparkle inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from metallic gold, to glossy deep-berry and metallic bronze. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
167,880,nyx,Wicked Lippies,6.5,USD,lipstick,2017-12-24T02:27:09.770Z,Take a walk on the wicked side with our jewel-toned lippies available in 12 shimmering shades. Velvety smooth with a dazzling metallic finish - these richly pigmented lipsticks will leave your lips with the ultimate spellbinding look.
168,879,nyx,Simply Vamp Lip Cream,6.5,USD,lipstick,2017-12-24T02:27:08.257Z,Vamp up your look instantly with our smooth and smoldering lip creams. Wear any of these six bewitching shades to brew up a little beauty magic.
169,878,nyx,In Your Element Lipstick - Water,9.0,USD,lipstick,2017-12-24T02:27:07.536Z,"A match made in makeup heaven! Our new In Your Element Lipstick Water collection pairs perfectly with our heat-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from metallic black-violet, to matte true nude and glossy plum. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
170,877,nyx,In Your Element Lipstick - Wind,9.0,USD,lipstick,2017-12-24T02:27:06.634Z,"A match made in makeup heaven! Our new In Your Element Lipstick Wind collection pairs perfectly with our breeze-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from glossy nude, to matte navy blue and metallic brown with blue pearl. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
171,876,nyx,In Your Element Lipstick - Fire,9.0,USD,lipstick,2017-12-24T02:27:05.763Z,"A match made in makeup heaven! Our new In Your Element Lipstick Fire collection pairs perfectly with our heat-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from matte red, to glossy black and matte, warm mauve. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
172,875,nyx,In Your Element Lipstick - Air,9.0,USD,lipstick,2017-12-24T02:27:04.998Z,No description
174,873,nyx,In Your Element Lipstick - Earth,9.0,USD,lipstick,2017-12-24T02:27:02.469Z,"A match made in makeup heaven! Our new In Your Element Lipstick Earth collection pairs perfectly with our nature-inspired eyeshadow palette. These three exclusive lip colors come in seriously rich shades and finishes-from deep metallic copper, to glossy, deep berry and matte brown. Encased in a sleek, black lacquered case, each lipstick's luxurious magnetic closure seals with a click."
175,872,nyx,Butter Lipstick,6.5,USD,lipstick,2017-12-24T02:26:58.311Z,"Treat your lips to a kiss of smooth, creamy color with our irresistible Butter Lipsticks in 12 new luscious shades. The formula’s delicate satin texture fused with highly saturated color delivers full-yet-lightweight coverage with a luxurious satin finish."
176,871,nyx,Extra Creamy Round Lipstick,0.0,USD,lipstick,2017-12-24T02:26:51.630Z,"Extra Creamy Round Lipstick is our classic lipstick for all occasions. The mineral-based emollient formula offers a beautiful velvet texture, saturated color and it resists wear and smudging. It’s your go-to lipstick. From Pure Nude to Pink Lyric to Chic Red, Round Lipstick is available in a jaw-dropping variety of shades."
177,870,nyx,Matte Lipstick,6.0,USD,lipstick,2017-12-24T02:26:46.726Z,"Load your lips with plush, pigment-rich color choosing from 12 brand new shades of Matte Lipstick—our shockingly smooth lip color that glides right on and stays in place with a silky matte finish that never feels dry. Now available in a range of fresh new hues, these playful pops of color are just what your spring wardrobe needs!"
178,869,nyx,Pro Lip Cream Palette,12.0,USD,lipstick,2017-12-24T02:26:45.327Z,Pucker up—your lips are in for a treat! Our new Pro Lip Cream Palettes feature six expertly coordinated color combinations of intensely pigmented lip creams. Wear each shade alone or blend ’em all together for a totally customized look!
179,868,nyx,Full Throttle Lipstick,7.0,USD,lipstick,2017-12-24T02:26:42.947Z,"It’s the color addict’s ultimate fix and a makeup artist’s dream: Our new waterproof Full Throttle Lipstick covers your lips with super-saturated matte color and features a unique bullet with a beveled edge for lining, filling and perfecting your pout to your heart’s desire."
180,867,nyx,Plush Gel Lipstick,7.0,USD,lipstick,2017-12-24T02:26:37.391Z,"Play up your pout with a silky stroke of Plush Gel Lipstick. Available in 12 totally vibrant shades, this lippie brings together an oh-so-soft feel and the high shine of a gloss. Drench lips in a wash of color for an instantly polished look anytime you crave a quick touch-up. Want a bolder finish? (Yes, please!) A second swipe is twice as nice."
181,866,nyx,Velvet Matte Lipstick,7.0,USD,lipstick,2017-12-24T02:26:35.150Z,"Dress your lips in decadent color with our Velvet Matte Lipstick--a luxurious new lip color that glides right on and never feels dry. Housed in an elegant soft-touch case, each standout shade is a fashion statement in itself."
182,865,nyx,Turnt Up! Lipstick,6.5,USD,lipstick,2017-12-24T02:26:33.173Z,"Speak volumes with a bold swipe of Turnt Up! Lipstick. Go as soft or get as loud as you like using our wide range of 22 statement-making shades. From chic nudes to deep vampy hues, these lightweight and creamy lippies glide on effortlessly. Leaving lips with a kiss of shine and high-impact color you can count on for an unforgettable look."
183,864,nyx,Pin-Up Pout Lipstick,8.0,USD,lipstick,2017-12-24T02:26:31.107Z,"From polka dots to pointy pumps, nothing compares to the classics. Our personal fave? Ever so creamy lip color, of course! Take yourself back to the signature lip that started it all with our Pin-Up Pout Lipstick. Inspired by the best of vintage beauty, this retro rouge covers lips in extra plush, richly pigmented and absolutely undeniable color. Our throwback lipstick also offers beautiful coverage in an array of 24 swoon-worthy shades."
184,863,nyx,Super Cliquey Matte Lipstick,9.0,USD,lipstick,2017-12-24T02:26:29.474Z,No description
185,862,nyx,Powder Puff Lippie Powder Lip Cream,8.5,USD,lipstick,2017-12-24T02:26:22.029Z,"Pucker up and powder your pout! Featuring a pillowy cushion-applicator, our new Powder Puff Lippie Powder Lip Cream goes on mousse-y and sets to a powdery soft finish. Achieve a flush of color in eight vibrant shades—from warm peach to true red, and hot pink to cool plum—for an irresistible, just-kissed look."
192,855,nyx,Liquid Suede Metallic Matte,7.5,USD,lipstick,2017-12-24T02:25:49.754Z,"Wrap your lips in high-impact metallic color with Liquid Suede Metallic Matte, a striking new lip inspired by our best-selling Liquid Suede Cream Lipstick. Available in 12 statement-making shades, these shockingly creamy lippies deliver instant dimension and incredible color payoff. In other words, get ready to slay."
193,854,nyx,Liquid Suede Cream Lipstick,7.0,USD,lipstick,2017-12-24T02:25:46.851Z,"Doll up your lips in plush and vibrant color! Our Liquid Suede Cream Lipstick glides on and sets into a striking matte finish. Now available in 12 more velvety-soft shades, this waterproof lippie creates a positively polished look with every swipe."
194,853,nyx,Lip Lingerie,7.0,USD,lipstick,2017-12-24T02:25:43.772Z,"Slip into something seductive with Lip Lingerie, our luxurious liquid lipstick with a plush, Matte finish. Available in the color-kissed hues you know and love—from cinnamon pink and chocolate brown, to warm mahogany red and classic nude beige—plus, 12 brand-new nudes! Each sultry shade will coat the curves of your lips with irresistibly creamy color."
195,852,nyx,Soft Matte Lip Cream,6.5,USD,lipstick,2017-12-24T02:25:38.550Z,"Now available in twelve more statement-making shades, our velvety smooth Soft Matte Lip Cream delivers a burst of creamy color and sets to a stunning matte finish. Surprisingly durable, lightweight and delightfully creamy, it’s no wonder this sweetly scented formula is a fan favorite."
197,850,fenty,MATTEMOISELLE - Plush Matte Lipstick,18.0,USD,lipstick,2017-12-23T23:53:46.839Z,"An ultra slim lipstick with a longwearing, petal-soft matte finish, created in a rainbow of 14 weightless, color-intense shades each designed to flatter all skin tones."
279,767,clinique,Almost Lipstick,17.5,USD,lipstick,2017-12-23T16:36:57.610Z,"Transparent pigment merges with the unique, natural tone of your lips to create something wonderful and yours alone. Sheer, glossy. Emollient-rich and very lightweight."
280,766,clinique,Butter Shine&trade; Lipstick,8.5,USD,lipstick,2017-12-23T16:36:57.147Z,"The creamiest, richest, smoothest lip colour you can imagine. Our revolutionary gel formula delivers the shine of a gloss, the comfort of a lipstick. Drenches lips in moist, lush colour that glides on buttery-soft, feels luxuriously smooth."
281,765,clinique,High Impact&trade; Lip Colour,17.5,USD,lipstick,2017-12-23T16:36:56.751Z,No description
282,764,clinique,Chubby Stick Intense&trade; Moisturizing Lip Colour Balm,17.0,USD,lipstick,2017-12-23T16:36:56.340Z,"Tempt lips with a soft cushion of colour that's not quite sheer, not quite opaque-just the perfect happy medium. Loaded with mango and shea butters so lips feel comfortably soft and smooth. Ten vibrant shades in all."
283,763,clinique,Long Last Soft Matte Lipstick,17.5,USD,lipstick,2017-12-23T16:36:56.106Z,"Long-wearing formula keeps its just-applied look for hours. Non-drying, non-feathering. Full coverage, velvety, soft matte finish."
284,762,clinique,Long Last Lipstick,17.0,USD,lipstick,2017-12-23T16:36:55.332Z,"Longest-wearing formula. Keeps its just-applied look for hours. Won't feather, creep, stain or dry out."
285,761,clinique,Clinique Pop Liquid™ Matte Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:54.947Z,"Lightweight liquid lipstick covers lips with lush pigment and a modern matte finish. Wears all day. Moisturizing formula with built-in primer provides a smooth, even glide so lips feel as fresh as they look."
286,760,clinique,Chubby Stick Baby Tint&trade; Moisturizing Lip Colour Balm,17.5,USD,lipstick,2017-12-23T16:36:54.729Z,"A bit of colour, a hefty helping of moisture. These sheers bloom on contact to bring out your lips' natural tone. The colour is different for everyone."
287,759,clinique,Clinique + Jonathan Adler: Pop Lip Colour + Primer,15.4,USD,lipstick,2017-12-23T16:36:54.212Z,"An exclusive collection of luminous Clinique Pop™ lipsticks by Jonathan Adler. Includes 3 limited-edition shades inspired by his favorite destinations: Palm Beach Pop, Capri Pop and Santorini Pop.  Jewel-like lipsticks in bold, saturated colors look as pretty on your lips as they do on your vanity. “The domes of Lucite are inspired by my Globo collection—glowing and glamorous. Just like Lip Pop,” says Adler."
288,758,clinique,Different Lipstick,17.5,USD,lipstick,2017-12-23T16:36:53.475Z,"Different because of its smooth, comfortable feel. Moderate coverage in a remarkable range of shades, from cream to pearl. Every one packed with rich emollients."
289,757,clinique,Clinique Pop™ Lacquer Lip Colour + Primer  ,18.5,USD,lipstick,2017-12-23T16:36:52.785Z,No description
290,756,clinique,Clinique Pop Glaze&trade; Sheer Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:51.913Z,No description
291,755,clinique,Chubby Stick&trade; Moisturizing Lip Colour Balm,17.5,USD,lipstick,2017-12-23T16:36:50.153Z,"Super-nourishing balm is loaded with mango and shea butters. Just what dry, delicate lips need to feel comfortably soft and smooth. Natural-looking lip tints have a subtle sheen."
292,754,clinique,Clinique Pop™ Matte Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:49.019Z,"Weightless yet pigment-saturated formula hugs lips with 8 hours of creamy matte comfort. Built-in primer helps smooth lips for an easy, even glide every time."
293,753,clinique,Clinique Pop&trade; Lip Colour + Primer,18.5,USD,lipstick,2017-12-23T16:36:48.276Z,"Luxurious yet weightless formula merges bold, saturated colour with a smoothing primer. Glides on effortlessly to a modern-velvet finish. Colour stays true, keeps lips comfortably moisturized for 8 hours. Allergy Tested. 100% Fragrance Free."
294,752,clinique,Clinique Pop&trade; Lip Shadow Cushion Matte Lip Powder,19.5,USD,lipstick,2017-12-23T16:36:47.459Z,"Clinique Pop™ Lip Shadow is a weightless matte powder that delivers bold, highly pigmented lip color."
356,670,dior,DIORIFIC MATTE FLUID - Christmas Look 2017 Limited Edition,27.5,GBP,lipstick,2017-12-03T23:22:10.711Z,"A Dior essential, Diorific Matte Fluid tinges lips and cheeks with a matte texture in four exclusive shades."
357,669,dior,DIORIFIC KHÔL,29.5,GBP,lipstick,2017-12-03T23:22:09.776Z,"For the first time at Dior, Diorific is now available as Lip Khôl designed to adorn your lips in intense colour with a powdery, matte finish."
358,668,dior,Diorific,29.5,GBP,lipstick,2017-12-03T23:22:07.996Z,"Diorific, the legendary lip accessory with an Haute Couture finish, holds the signature of Dior glamour in its jewel-like gold case."
359,667,dior,Dior Addict Lipstick - Limited Edition,27.5,GBP,lipstick,2017-12-03T23:22:05.679Z,Dior ushers in a new era in lip makeup with the breakthrough creation of a lipstick that boasts a hydra-gel core with a top coat effect for sensational mirror shine.
360,666,dior,Dior Addict Lipstick,27.5,GBP,lipstick,2017-12-03T23:22:00.358Z,Dior ushers in a new era in lip makeup with the breakthrough creation of a lipstick that boasts a hydra-gel core with a top coat effect for sensational mirror shine.
361,665,dior,DIOR ADDICT LACQUER STICK,27.5,GBP,lipstick,2017-12-03T23:21:56.663Z,"Try Dior Addict Lacquer Stick, the new-generation lacquer stick by Dior, as easy to apply as it is to wear. A stick with a ""lip fondant"" effect that liberates all the colour and shine of a lacquer, plus the comfort of a balm, with 6 hours* of wear and unrivaled texture."
363,663,dior,ROUGE DIOR COLLECTION COUTURE - Christmas Look 2017 Limited Edition,29.5,GBP,lipstick,2017-12-03T23:21:53.603Z,"The must-have of the collection, Rouge Dior has been reinterpreted for the holiday season, with the Bijou edition of the 999 Matte shade featuring a faceted cannage band."
364,662,dior,Dior Holiday Couture Collection,77.0,GBP,lipstick,2017-12-03T23:21:53.130Z,"A couture makeup bag with a selection of three iconic Rouge Dior lipsticks to suit any occasion: two different rosy shades with a satiny finish for a romantic look, and the matte version of the famous 999 for flamboyant lips."
365,661,dior,ROUGE DIOR - Fall 2017 Limited Edition,27.5,GBP,lipstick,2017-12-03T23:21:52.127Z,"Designed by Peter Philips to combine with the opulent hues and metallic effects on the eyes, face and nails, the six new Rouge Dior shades for fall 2017 flaunt strong beauty with a distinguished chic style. Its iconic formula offering 16 hours of comfort* ensures that women feel good, regardless of the colour or finish chosen."
366,660,dior,Rouge Dior,27.5,GBP,lipstick,2017-12-03T23:21:45.703Z,"With Rouge Dior and its 16h* comfort cult formula, women feel good, no matter the colour, no matter the satin or matte finish."
367,659,dior,Rouge Dior Double Rouge,27.5,GBP,lipstick,2017-12-03T23:21:43.664Z,"Inspired by professional techniques, Double Rouge combines two makeup trends: matte and metal."
368,658,dior,Rouge Dior Liquid,26.5,GBP,lipstick,2017-12-03T23:07:49.795Z,"Rouge Dior has yet again been reinvented with the first liquid lipstick formula by Dior with multiple effects and surprising colour impact. Coverage, 12h* long wear and comfort: a true gem available in 3 vibrant finishes – matte, metal and satin."
380,646,iman,Luxury Moisturizing Lipstick IMAN Nude,13.99,USD,lipstick,2016-10-03T14:04:54.792Z,"13oz (3.7g) Luscious creamy, semi-matte lip color for full coverage and a long-lasting smooth finish. Made in China. "
401,624,benefit,hydra-smooth lip color,23.0,USD,lipstick,2016-10-02T11:37:22.208Z,lip color
402,623,benefit,BIG sexy lipstick set,38.0,USD,lipstick,2016-10-02T11:37:21.916Z,4 all-in-one lipstick and liners
462,521,smashbox,BE LEGENDARY LONG-WEAR LIP LACQUER,24.0,USD,lipstick,2016-10-02T01:32:53.819Z,"Pros in our L.A. photo studio needed a no-touch-ups-needed lip lacquer that went on and stayed on in one comfortable smooth coat throughout an all-day shoot. So we pushed the boundaries and maxed out the amount of staining pigments we could blend in with glossy pearls and conditioning vitamin E, so you get a velvety, legendary lacquered finish that stays for a full 8 hours without drying or feeling tacky.Want an even fuller pout? Dab a lighter shade like Pout or Flushed in the center of your lips. Goes on as a lacquer, then uniquely adjusts to stain Long-lasting color; stays put for a full 8 hours Covers lips in one, smooth comfortable coat No patchy fading or annoying dry feeling 
              
                INGREDIENTS: POLYBUTENE , OCTYLDODECANOL , OZOKERITE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , SILICA SILYLATE , PENTAERYTHRITYL TETRAISOSTEARATE , POLYGLYCERYL-2 TRIISOSTEARATE , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , SQUALANE , PERSEA GRATISSIMA (AVOCADO) OIL , PALMITOYL OLIGOPEPTIDE , ETHYLHEXYL PALMITATE , TRIBEHENIN , ACRYLATES COPOLYMER , POLYETHYLENE TEREPHTHALATE , SILICA , TIN OXIDE , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , SYNTHETIC FLUORPHLOGOPITE , HYDROLYZED HYALURONIC ACID , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , SORBITAN ISOSTEARATE , FLAVOR (AROMA) , PHENOXYETHANOL , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , ORANGE 5 (CI 45370) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 (CI 15985) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41002>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Pros in our L.A. photo studio needed a no-touch-ups-needed lip lacquer that went on and stayed on in one comfortable smooth coat throughout an all-day shoot. So we pushed the boundaries and maxed out the amount of staining pigments we could blend in with glossy pearls and conditioning vitamin E, so you get a velvety, legendary lacquered finish that stays for a full 8 hours without drying or feeling tacky.Want an even fuller pout? Dab a lighter shade like Pout or Flushed in the center of your lips. Goes on as a lacquer, then uniquely adjusts to stain Long-lasting color; stays put for a full 8 hours Covers lips in one, smooth comfortable coat No patchy fading or annoying dry feeling 
              
                INGREDIENTS: POLYBUTENE , OCTYLDODECANOL , OZOKERITE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , SILICA SILYLATE , PENTAERYTHRITYL TETRAISOSTEARATE , POLYGLYCERYL-2 TRIISOSTEARATE , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , SQUALANE , PERSEA GRATISSIMA (AVOCADO) OIL , PALMITOYL OLIGOPEPTIDE , ETHYLHEXYL PALMITATE , TRIBEHENIN , ACRYLATES COPOLYMER , POLYETHYLENE TEREPHTHALATE , SILICA , TIN OXIDE , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , SYNTHETIC FLUORPHLOGOPITE , HYDROLYZED HYALURONIC ACID , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , SORBITAN ISOSTEARATE , FLAVOR (AROMA) , PHENOXYETHANOL , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , ORANGE 5 (CI 45370) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 (CI 15985) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41002>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
464,519,smashbox,Always Sharp Lip Liner,21.0,USD,lipstick,2016-10-02T01:32:53.196Z,"Our makeup artists have no time to stop and sharpen their lip pencils—and obvi neither do you! That’s why we developed this brilliant liner, which self-sharpens automatically every time you twist off the cap. Choose liner that complements your lipstick, then get right to the point and create a camera-ready lip look!For the perfect ombre lip, line with a darker shade, then fill in with your favorite Be Legendary lipstick. One tiwst of the cap will do it. No need to over twist to sharpen! Water resistant and non-feathering Invisible liner preps lips for any color Automatically self-sharpensOne twist of the cap sharpens the liner.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: ISODODECANE , SYNTHETIC WAX , BIS-DIGLYCERYL POLYACYLADIPATE-2 , PENTAERYTHRITYL TETRAISOSTEARATE , POLYBUTENE , ETHYLENE/PROPYLENE COPOLYMER , POLYETHYLENE , PERFLUORONONYL DIMETHICONE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 LAKE (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , RED 40 LAKE (CI 16035) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN40920>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Our makeup artists have no time to stop and sharpen their lip pencils—and obvi neither do you! That’s why we developed this brilliant liner, which self-sharpens automatically every time you twist off the cap. Choose liner that complements your lipstick, then get right to the point and create a camera-ready lip look!For the perfect ombre lip, line with a darker shade, then fill in with your favorite Be Legendary lipstick. One tiwst of the cap will do it. No need to over twist to sharpen! Water resistant and non-feathering Invisible liner preps lips for any color Automatically self-sharpensOne twist of the cap sharpens the liner.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: ISODODECANE , SYNTHETIC WAX , BIS-DIGLYCERYL POLYACYLADIPATE-2 , PENTAERYTHRITYL TETRAISOSTEARATE , POLYBUTENE , ETHYLENE/PROPYLENE COPOLYMER , POLYETHYLENE , PERFLUORONONYL DIMETHICONE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 21 LAKE (CI 45380) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 (CI 73360) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , RED 40 LAKE (CI 16035) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN40920>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
